Url,Title,Summary,Text
https://www.24ur.com/novice/slovenija/kadrovanje.html,"Governments go, cadres stay","The endless drive carousel is particularly marked before and after the elections. This is the time when every previous government has taken care of the employment of more or less loyal employees in state subsystems, who will remain in positions even after the replacement of ministerial positions. Numerous tenders from ministries have been published in the last month, as well as the appointment of new ambassadors and some other changes. During the term of the outgoing government, the opposition persistently pointed out the high intensity of this practice, and the LMŠ even calculated that the Janša government would even carry out two staff changes a day on average.","The outgoing government of Janez Janša was marked by numerous personnel changes, led by turmoil in the police, energy, culture, hospitals, education and other subsystems.
As colleagues from the Facts editorial office found, an additional 10,000 people have been employed in the public sector in the last term, ie since the 2018 elections. During the government of Marjan Šarc, the number increased by 4,600, and during the Janša government by more than 5,400. for the implementation of public procurement in the field of real property.
In the second half of April, the ministries announced 30 new posts, most of them at the Ministry of the Environment - 12. In addition, posts were advertised to the Surveying and Mapping Authority, the Environmental Agency and the Water Directorate. Recently, there have been changes in the supervisory board of Mladinska knjiga, where Jože Možina and former trainee Francija Matoza, Janša's lawyer, have taken over. For some, the appointment of Tomaž Kokot to the top of Pošta Slovenije was also controversial, as he does not have the required experience. The Management Board of SSH will carry out an independent legal review of the procedures and determine whether the procedures were carried out professionally and in accordance with the company's legislation and internal acts.
With the departure of the government, a number of ambassadors are ending their four-year term. Among the candidates for future heads of missions of the Republic of Slovenia abroad, which have already been approved by the National Assembly, the opposition also accuses some of inexperience and unprofessionalism. The government has recalled eight ambassadors, with nine running out this year.
In the first calendar year, the third Janša government made 1,117 appointments and 395 dismissals, and the rotation of the personnel counter continued through last year and this year. Tatjana Bobnar, Director General of the Police, Alenka Ermenc, Chief of the General Staff of the Slovenian Army, Dejan Matijevič, Director General of the Intelligence and Security Service (OVS) of the Ministry of Defense, and Kristina Plavšak Krajnc, Director of the Government Communication Office (Ukom), Rado Fele were dismissed. , Director of the Government Legislation Service. Anton Zakrajšek lost his position as director of the Commodity Reserves Institute.
Changes have also taken place in the energy sector. Supervisors of Gen energija first dismissed their long-time first husband Martin Novšak, and then appointed former state secretary at the Ministry of Infrastructure Blaž Košorok to the position of director general of the second pillar of Slovenian energy. Boris Sovič (Elektro Maribor) and Andrej Ribič (Elektro Ljubljana) also lost their staff in the energy sector. Despite good business results, the Gen-i did not extend the mandate of Robert Golob. All three are convinced that the government's moves were politically motivated.
Instead of Sandi Viršek, Petra Grajžl, Minister Vizjak's right-hand man, rose to the top of the Radioactive Waste Agency. There are also allegations of a lack of experience with her appointment. The government has transferred responsibilities for supervising the agency's operations to the Ministry of the Environment, with the desire to manage an estimated € 200 million estimated infrastructure project for the construction of a low- and intermediate-level radioactive waste repository in the background.
Personnel changes also took place in Telekom, Luka Koper, SDH, BAMC and Intereuropa. The opposition emphasized that they were either members or well-known supporters of the SDS party. At the same time, in their opinion, only a few meet the basic conditions for taking over leading positions.
During the epidemic, Janša's government was followed by numerous changes in health care, including the NIJZ, where Milan Krek took over the leadership after the resignation of Nina Pirnat and the temporary leadership of Ivan Eržen. The opposition also accused the latter of links with the ruling party, which Krek repeatedly denied and insisted in an interview with 24ur.com that politics did not interfere in the work of the National Institute of Public Health.
Changes also took place in the field of education. The government dismissed four members of the ARRS board - Jano Kolar, Emilija Stojmenova Duh, Justina Erčulj and Tone Kregar. Their place was taken by Igor Emri, Gabrijela Horvat, Fidel Krupić and Tina Tomažič. d. the director of the agency was confirmed by the government as Mitja Lainščak. Dismissed members of the Public Agency for Research of the Republic of Slovenia filed a lawsuit with the Administrative Court. In November 2020, the government dismissed Renato Zamida from the position of director of the Public Agency for Books, and appointed Dimitrij Rupel in her place. Recently, the government's decision to appoint dr. Borut Roncevic, State Secretary under the previous SDS government."
https://www.24ur.com/novice/slovenija/slovenija-na-indeksu-medijske-svobode-z-najslabso-uvrstitivjo-doslej.html,Slovenia on the index of media freedom with the worst ranking so far,"On the occasion of the International Media Freedom Day, the Slovenian Journalists' Association emphasizes that the conditions for journalism in Slovenia are poor. According to the new media freedom index, Slovenia achieved the worst ranking so far. They reminded of the events with STA and emphasized that RTV Slovenia is currently under attack due to political subordination. Among the first tasks of the future government coalition, the leaders of the Svoboda, SD and Levica parties point out the regulation of the situation in the media field and ensuring the independence of the media. To this end, in their opinion, the law on RTV and the media should be amended in an urgent procedure, they emphasized on the sidelines of the first official round of coalition negotiations.","The president of the Svoboda Movement, Robert Golob, the president of the SD, Tanja Fajon, and the coordinator of the Left, Luka Mesec, agree that regulating the situation in the media is one of the priorities of the future government. As Mesec said on the sidelines of the first official round of coalition negotiations, the media law was already discussed today as one of the first to be changed, and solutions to changes to the RTV law are ready.
""We will have to make a lot of efforts to ensure the independence of the media again,"" said Tanja Fajon. According to her, they have already prepared solutions to the amendments to the RTV Act, and they are also in favor of amendments to the Act, which would remove the policy from the RTV governing bodies.
The champions of all three parties also responded to the fall in the media freedom index, in which Slovenia slipped to 54th place. According to Robert Golob, Slovenia's slippage is another indication that it is high time for a change of government and ""one of the easier goals that we will improve. We will have to do it quickly,"" he announced. Moon and Fajon also pointed to the current government.
""The slippage of media freedom on Media Freedom Day is very worrying news and further proof of how much damage the outgoing government has done. It is not only a slippage in the media and democracy, but also a deep slippage against autocracy,"" she said. .
The president of the LMŠ parliamentary group, Brane Golubovič, also attributes Slovenia's slip in the media freedom index to the autocratic rule of this government. ""One of the characteristics of autocratic rule is the subordination of all media, and when you subjugate all media, when you want them to spread only one truth and that is the truth of the government, you fall on the scale of media freedom,"" Golubovic said.
The Legal Network for the Protection of Democracy submits proposals for resolving the public RTVS for public discussion
On today's World Press Freedom Day, the Legal Network for the Protection of Democracy presented the starting points for changes to the Radio and Television of Slovenia (RTVS) Act in the part relating to management and governing and supervisory bodies. In the next two weeks, they want to hold a public debate on them in order to reach the widest possible consensus.
""We believe that a functioning and high-quality public service is a precondition for a healthy democracy. At the same time, we note that the public service faces many challenges from digitalisation and commercialization of the media environment. ""said Barbara Rajgelj. She explained that with the amendments to the RTV Act they want to ensure the normalization and stabilization of the environment, which will enable quality production of content, and at the same time soften matters, which will allow the institute to start long-term reflection on the future of public service.
She pointed out that various stakeholders had been discussed at the Legal Network. ""First with media experts, then with employees, and partly with the public,"" she explained, adding that they do not think they have addressed all stakeholders so far, as there are many of them. In the next two weeks, they will therefore organize a public debate to which they will invite the general public.
The Voice of the People initiative also participated in the preparation of the solutions, said Sandra Bašić Hrvatin. Even before the parliamentary elections, the initiative warned that the independence of the RTVS program and supervisory board must be ensured immediately. In their opinion, it is necessary to ensure that the composition of both councils in the future will ensure the professionalism and independence of the operation of RTVS.
At their call, all forms and attempts at political control, reduction and silencing of the public media and political interference in the appointment of leading management and control bodies must be stopped. According to them, a legal change is needed to ensure the long-term independence of the public media from political parties.
The proposal includes changes in the area of ​​the Program and Supervisory Board and the Director General
Anuška Podvršič presented some starting points that she believes are important for changing the RTV Act. As she explained, the changes are mainly related to the work that regulates the program council, the supervisory board and the general director. According to them, it would make sense to reduce the number of members in the program council.
“Above all, we are talking about members appointed by the National Assembly and thus give more power in deciding who will sit in the council to employees and the public,” she said. Thus, they believe that it is enough that there are only two members in the world, appointed by political parties - one coalition, the other opposition. As before, one member would be appointed by the Hungarian and Italian minorities, and another would be appointed by the President on the basis of a proposal from the religious communities.
A larger number of members in the council would be appointed by employees. “We would do that in direct elections like we have done so far,” she said. Employee representatives would represent various activities, such as journalism, cultural arts and cultural activities.
A larger number of members in the council would also be appointed by the public. ""This appointment would not be centralized as before, where a larger number of members are elected by the National Assembly, but would be appointed by various institutions,"" she said, listing representatives of culture, science, sports, human rights ... case On the basis of a public tender, the Ombudsman appointed a representative to represent human rights.
According to them, the council should also have significantly more powers than before. ""The council would no longer be called the program council, as it would no longer only deal with a program policy, but would also get a supervisory function over operations. The supervisory board would no longer be needed,"" she explained. She added that a finance committee would be formed within the council, with a majority of finance experts.
They also believe that RTV should be represented by the management. ""The board would have its own president and more members. The board would thus take over the structure and function of the director general together with the professional directors, but everything would be regulated in law,"" she said. According to her, this would make the administration more stable and transparent.
Marko Milosavljevič from the Faculty of Social Sciences in Ljubljana said that they are aware that public RTV is very important for democracy, which was shown during the covid-19 epidemic. ""If we want to have a strong RTV, it must also be properly managed,"" he stressed. He must also be provided with strong funding, he added.
Regarding the Multimedia Center (MMC) of RTVS, Rajgljeva said that they wanted both Radio Slovenia and Television Slovenia to play their part in appointing the editor-in-chief of this editorial board, as was the case before the changes this year. The organizational area is so damaged that it needs to be fixed, she pointed out.
DNS: The situation for journalism in Slovenia is bad
On the occasion of the International Press Freedom Day, the Slovenian Journalists' Association (DNS) congratulated the journalists who, despite the increasingly hostile environment in which they have been working in recent years, have maintained high professional standards, quality and independence. ""Freedom of the media and journalists is key to the democratic political process, as evidenced by a look at the neighborhood, where subordination of the media has been one of the main tools for taking over and staying in power,"" they said in a press release.
They emphasized that the situation for journalism in Slovenia was bad and added that this was also shown by the new index of media freedom around the world, which ranked Slovenia 54th. ""This is the worst ranking since Reporters Without Borders has compiled the index,"" they wrote. Since last year, Slovenian media freedom has slipped 18 places and fallen into the category of ""problematic"" countries.
DNS points out that traditional media are finding it increasingly difficult to fund content that is not just a lure for clicks. ""Politics, especially the current one, wanted to be loyal to journalists as political propagandists, and discredited those who did not want to participate in all possible ways. It is not pleasant to be a journalist in such an environment.""
The DNS management of RTV, which does not enjoy the trust of the workers, called for resignation
On May 3 last year, the association launched a fundraising campaign for the Slovenian Press Agency (STA), ""in which the public has made it clear that it demands independent public media"". Today, they will gather in front of RTV Slovenia with other journalist organizations. ""When the government found out that the STA would not give up, and exhausted everything under pressure, including illegal possibilities, its attention shifted to RTV Slovenia,"" they say.
""We monitored a number of maneuvers, including circumventing the law, with which the management first beheaded the editorial board and then recruited staff who did not receive editorial support,"" they warn, explaining that the latest in a series of moves was their interests, enforcing changes to the statute of the public institution without a serious public discussion with the creators of the program, whose editorial boards are being separated by the proposal. ""In the Association of Journalists, we have repeatedly called on the management, which does not enjoy the trust of workers, to resign due to irregularities. We are repeating this call today,"" they said.
""Although the Association of Journalists is not in favor of unsystematic interventions in media legislation that need thorough overhaul, the depoliticization of RTV Slovenia will require rapid intervention to stop the decline in trust, professional standards and enable the public media to function normally. We expect discussion and constructive dialogue. ""they point out.
DNS with projects for local media and photojournalists
In its report, DNS also wanted to inform the public that at the end of the Local Media for a Better Society project, which was carried out together with journalists and local media from the region, they published an analysis of content monitoring and interviews with regional media editors. . ""On the occasion of World Press Freedom Day, we must not forget this important part of the media landscape, which brings local news and stories to the Slovenian public,"" they wrote.
The second project they are launching today relates to the position of photojournalists who have recently set up their own assets within the association. ""The profession of photojournalist is disappearing, photo editors are disappearing, and the price of work is constantly falling. To find out the conditions in which they work and how their work is evaluated, we published an extensive online questionnaire today. it also contained all the hidden costs of this profession, ""they wrote, inviting photojournalists to participate.
In conclusion, they added that they hope to work on the reform of media legislation by next May 3, the real goal of which will be to create a systemic framework for the successful operation of the media in Slovenia and to form a long-term media policy. ""For this, we need competent leadership and a team in the media directorate. These are moves that politics has announced. In the journalists' association, we will keep their word,"" they said.
RSF: Slovenia dropped 18 places on the media freedom index
Slovenia dropped 18 places on the index of media freedom and ranked 54th out of 180 countries, according to the index of the organization Reporters Without Borders. In the annual report, he warns against a new period of polarization, which is further intensified by information chaos.
The hostile atmosphere towards journalists, encouraged by Prime Minister Janez Janša, has led to physical and online attacks, the RSF report states. Although the legal framework protecting freedom of the press is still strong, the media is subject to political pressure and strategic SLAPP lawsuits.
Although the publicly owned media in Slovenia have been subjected to political pressure in the past, it has intensified since Prime Minister Janša returned to power in 2020, the report states. He adds that Janša usually insults journalists, whom he thinks are too critical.
The RSF also points out in the report that the government has arbitrarily stopped the financing of the Slovenian Press Agency for several months and appointed political allies to the management of RTV Slovenia and supervisory bodies. In addition, media outlets controlled by those close to Prime Minister Janša's SDS party are receiving investments from Hungarian oligarchs loyal to Viktor Orban. However, the lack of transparency in media ownership and the legacy of poorly regulated privatization threaten the independence of some media organizations, the report warns.
Journalists investigating corruption or pandemic management have received online harassment from supporters of the Prime Minister, especially female journalists. During the covida-19 pandemic, government-critical journalists warned of discrimination in access to public information. On the other hand, citizens showed solidarity with journalists and contributed en masse to the STA crowdfunding initiative after the government stopped funding it, the report said.
""The creation of media weapons in authoritarian states deprives citizens of their right to information, and at the same time is associated with growing tensions in the international community, which can lead to the worst wars,"" said RSF Secretary General Christophe Deloire.
Last year, the RSF noted that media polarization in countries further strengthens divisions within countries and polarization between countries at the international level. Within democratic societies, divisions are on the rise as a result of the spread of opinion media and misinformation reinforced by social networks, the report added.
This process is visible, among other things, in the case of the Russian invasion of Ukraine, as the propaganda war was already raging before the physical conflict, the RSF explains. China, for example, is using its legislation to restrict the population's access to other parts of the world and information.
Polarization is also present within democratic societies, among others in the United States. Social networks and opinion media in France are also contributing to increased social and political tensions. In Poland, however, the repression of independent media and the growing influence of the authorities on the public media have contributed to polarization.
The Annual Report of Reporters Without Borders on the Media Freedom Index topped Norway (1st), Denmark (2nd) and Sweden (3rd), where they follow a democratic model by promoting freedom of expression. However, the situation was described as very bad in a record 28 countries, including Belarus (153rd) and Russia (155th). At the tail end of the index are Iran (178th), Eritrea (179th) and North Korea (180th).
This year, Slovenia fell by 18 places to 54th place. Last year, when it fell four places in terms of the media freedom index, it ranked 36th. The situation is, on average, described as problematic. The situation is difficult in the field of economic context, in the field of political context it is assessed as problematic, and in the field of legislative framework, socio-cultural context and security as satisfactory.
Under the new methodology, the RSF defines media freedom as an effective opportunity for journalists to select, create and disseminate news and information in the public interest, independent of political, economic, legal and social interference and without compromising their security. The degree of media freedom is assessed in five categories: political context, legal framework, economic context, socio-cultural context and security.
Ombudsman: The authorities have a duty to provide an appropriate atmosphere for the free functioning of the media
On this day, the Ombudsman Peter Svetina also emphasizes the importance of free and independent media for the functioning of a democratic and plural society. He expects from the decision-makers appropriate measures with which Slovenia will advance on the scale of media freedom.
According to him, each authority is obliged to provide an appropriate atmosphere for the free operation of the media in their creation and dissemination of program content. ""I expect to establish an appropriate legal framework that enables both the free functioning of the media and the actual transparency of their ownership and the prohibition of spreading hate speech in the media. For many years we have been pointing out the need for amendments to the Media Act, which would also determine the way of protection of public interest, ""It is important that the damages awarded are high enough to deter the media from increasingly sensationalist and populist publications,"" Svetina said.
He is also concerned that defamation remains a crime, which poses a threat to media freedom, and therefore proposes the decriminalization of defamation. Journalists are often the target of online harassment, and there are more and more reports of strategic lawsuits against journalists. The Ombudsman expects the new government to address the necessary changes in media legislation as a matter of priority. He also believes that progress is needed on the transparency of the management of state and local community funds for advertising in media outlets. He also pointed out the inadmissible precarization of the journalistic profession.
"
https://www.24ur.com/novice/inspektor/konec-sveta-kot-ga-poznamo.html,The end of the world as we know it?,"The dramatic change on the Slovenian political stage will employ both politics and society for some time to come. Meanwhile, developments in Europe and the world, politically and economically, are moving forward. Also dramatic. And that will affect our future just as much as the party’s campaign promises.","Breaking down borders between cities along the border and new borders between countries. War, populism, extremism and darling. The European Union, built on the ruins, victims and suffering of the Second World War, seems to be weakening on the verge of slipping into another sea. Will we soon be in an energy and food crisis, will we be left without the rule of law, democracy and freedoms?
Legendary journalist and commentator on world events Ervin Hladnik Milharčič sees some possible directions for Europe. One is the path taken by Gorizia and Nova Gorica, ""on which two local communities, due to a combination of circumstances, no longer have any real meaning each"".
The second way is to predict the end of the world. ""Now we are at a time when the European order is changing. The old world is no more, but we have seen it many times,"" says Hladnik Milharčič.
Within this, Slovenia is not an island in itself and the future government will have to act in these circumstances. We will all feel the consequences of Russia's aggression against Ukraine, the energy and food crisis is threatening us, and everyday life is already becoming more expensive. A comfortable life that will soon be threatened without dramatic social and economic changes is still self-evident to us. It is important for us to do our best - now.
This is also noticed by a middle-aged couple from Maribor, traffic engineer and local activist Josip Rotar and historian and anthropologist Mateja Ratej, a parent of two, active in their local environment. ""We each live in our own family circle, the highest sense is that our family prospers, we care less about everything else or we care too little that this could generate some social change,"" says Mateja Ratej.
Consumerism and digitalisation have further intensified individualisation in recent years. At home, we think and live in the short term, just for our family. More than a quarter of a million Slovenes (254,000) lived below the at-risk-of-poverty threshold in 2020 - one in eight Slovenes and 11,000 more than in the previous year (2019). The risk of social exclusion has increased even more.
At the same time, we also saw during epidemics the importance of domestic work, care for the elderly, protection, upbringing and education of children, which is still not included in gross domestic product and thus in economic growth. Only financial transactions count, says financial justice researcher Ajda Pistotnik.
And only on the basis of these indicators is the development of society measured. This is where this significant difference between the official performance of the state and the actual quality of life of individuals arises. We should really ask ourselves, but our way of life can still survive, warns Ajda Pistotnik.
In the meantime, we have been listening recently to how very successful our economy and economic growth are. However, it is necessary to be aware that this economic growth only counts products, product creation and product consumption, which means that we are increasingly consuming final resources and polluting the environment. This means that the more economic growth we have, the more we are developed according to all criteria, the faster we rush into a climate breakdown.
Increasing uncertainty, economic, existential, social and political, is being exploited by demagogues, populists and autocrats, who are also growing stronger in the countries of the European Union, and in some places increasingly in power. History teaches us that what they do all the time is dangerous, diminishing the independence of the judiciary and democracy, which includes, in addition to elections, the protection of human rights and freedoms. They are leading to the collapse of communities such as the European Union. And the key players are aware of that, says professor of international relations Ana Bojinović Fenko. Not only politicians and European bureaucrats, but also civil society movements and business people who know that in a political community such as the European Union, which is currently the most economically developed in the world, it offers the best quality of life and is most stable and means peaceful cooperation, even integration. countries, collective consideration must first come to the fore.
One of the best examples can be found on the western Slovenian border. The mayors of Gorizia and Nova Gorica have different political orientations, the Italian Rodolfo Ziberna is from Berlusconi's Forza Italie, the Slovenian Klemen Miklavič is from the left-wing movement. ""Together we see the same goals and also achieve the same goals through measures, which means that it is actually something that is accepted in the population as a whole and goes beyond political divisions and ideological views,"" says Miklavič.
It will be a big problem if even more European leaders, not just Viktor Orban, opt for illiberal instead of liberal democracy. Inwardly, Europe must look to its internal borders, nationalisms are still alive and well. And that threatens those day-to-day advantages of living in the Union - the free movement of people and goods and a common currency.
The outlook for society at the moment is anything but rosy, but not everything is as black as it seems at first glance. State and European institutions, bureaucracy and the like are just frameworks. In the end, it mostly depends on the people and the community how it works and how much it is willing to do."
https://www.24ur.com/novice/slovenija/konec-ideologij-ali-zmaga-ene-ideologije.html,‘The end of ideologies’ or the victory of one ideology?,"After the end of the Second World War, and in the first years of the Cold War, American political science and sociological circles were dominated by dealing with ideology or. ideologies. One of the most pressing issues was the future of the world in the context of a clash of ideologies. The second broader discussion, however, concerned life at a time of “the end of ideologies” in the context of building a strong welfare state, with a strong working class and a regulated capitalist market.","Daniel Bell, a famous sociologist, published a book in 1960 entitled The End of Ideology: On the Exhaustion of Political Ideas in the Fifties. Bella’s key thesis is that the appeal of “total” ideologies that actually represent “secular religions” for Bella is diminishing due to the improvement of everyone’s standard of living. Total ideologies, he says, were sometimes a “path to action” as they addressed the anger, exploitation and exclusion of different parts of society. But, such ideologies in the conditions of a strong welfare state no longer have the same appeal and became in the 50s of the last century mainly ""dead ends"". The key question was no longer whether capitalism or socialism, as this contradiction was resolved by the creation of a welfare state. The issue of ideology and the conflict between ideologies therefore replaces the technical-managerial management of a society of abundance and a welfare state. In this context, Bell's book can be read as a specific eulogy to socialism, as one of the theses in the book is that socialism is becoming increasingly irrelevant and even harmful to the working class in the West in conditions of strong state prosperity and technological development.
Martin Seymour Lipset, one of the pioneers of political science in the United States, also took part in this discussion, taking similar positions in his books and articles as Bell. Lipset emphasized that his thesis on the end of ideologies is not a thesis on any decline in political debate, but rather on the end of ""total ideologies"" that strongly influenced the peoples of the world in the 19th and 20th centuries and were in stark contrast to other with another. The predominant form of political belief in the “West” was described by Lipset as “conservative socialism”, where the emphasis is on the market and on a strong welfare state. Both liberal, conservative, and Social Democratic or Socialist parties in North America and Western and Northern Europe believed in and advocated this.
Technological development, high economic growth, as well as the actual redistribution of wealth created by the working class have created the material conditions for discussions on the “end of ideologies”. However, in these two specific debates of Bell and Lipset (as well as to some extent in similar debates by C. W. Mills) it was a matter of defending the Social Democratic Third Way before it was ""invented"" as a new form of politics by English Labor during Tony Blair's rule. production for the market as the only possible and ""non-totalitarian"" and combining production for the market with a strong welfare state.
At the end of the Cold War, however, a new thesis emerged on the end of ideologies that was essentially, in a very mechanistic interpretation of Hegel’s philosophy, equated with the end of history. Francis Fukuyama, first in a famous article and later in The End of History and the Last Man, defended the following thesis: in the West there is a ""supra-ideological"" consensus on fundamental political and economic values, but also at the global level, after defeat socialism, there has been a supra-ideological political-economic order where all societies and states will be essentially based on liberal democracy and capitalism. What Fukuyama very noticeably omitted, compared to Bell and Lipset’s argument, was the emphasis on a strong welfare state.
This difference in understanding the end of ideologies is important and significant. During this period of 30 years - from the first major debate to the second major debate on the end of ideologies - tectonic shifts took place in politics, economics and society. Fukuyama was able to omit the emphasis on the welfare state without much difficulty, as in the period from the early 1980s, the disintegration and change of this in the ""West"" gradually began. The conditionality of social benefits has become the common sense of politicians of ""various"" supra-ideological parties, and the defeat of socialism has completely eliminated the fear of capital and the state of the possibility of workers' revolts. The state became more and more servile to capital, but it began to move to places where production costs were (were) lower and profit rates were therefore higher. All of this was framed by the neoliberal ideological-practical revolution - in the 1970s, first by coercion in Chile and later by the use of more ""peaceful"" means - although the showdown with the unions was bloody everywhere - based on the idea that the market and market relations must be extended to all spheres of life, the welfare state must be limited as much as possible, and the state must be limited to the role of ""night watchman"". Thus, Fukuyama's prediction of the end of history, or a reflection of the end of history and the end of ideologies, was essentially a reflection of the victory of the political-ideological project of neoliberalism, or. market and capitalism without the admixture of the welfare state.
Debates and desires for a world without ideologies - that is, without great narratives and disputes about them - do not mean that we actually live in a world without or beyond ideologies, but rather the victory or dominance of one ideology over another and the dominance of one mode of production over others. . This has been clear since the beginning of the debate on the “end of ideologies” in the 1950s. The spirit of the Cold War created an alternative to the ""supra-ideological"" world in the form of a powerful welfare state based on the capitalist mode of production, and after the end of the Cold War this utopia turned into a neoliberal dystopia embodying the most ""pure capitalism"" (Husson). A policy based on the “end of ideology” and on consensus is at its core an anti-political regulation of the status quo, without questioning the fundamental foundations of society. ""The end of ideologies"", either from the perspective of the Social Democratic Third Way or from the perspective of liberal / conservative neoliberals, means the victory of capitalism with a touch of cultural struggle."
https://www.24ur.com/novice/slovenija/najvecji-rusofil-med-politiki-v-sloveniji-je-janez-jansa.html,'The greatest Russophile among politicians in Slovenia is Janez Janša',"He was considered indestructible, he held ministerial positions one after the other, such and other scandals stuck to him, he marked the last 20 years of Slovenian politics, as there was no government in which he did not participate. Both Janša and others. But in the end he did not want to join Janša's government anymore. At a time of constructive distrust, when he was a candidate for the new prime minister, he earned the inscription rat in the garden of the house. Erjavec is also accused of being a Russophile for seducing Slovenia too much into the embrace of Moscow as foreign minister. In the show Ena na ena, he told Uroš Slak that the biggest Russophile was Janez Janša and reminded him of the South Stream project, but he still believes that sending heavy weapons to Ukraine is not the right solution. He is convinced that diplomatic activities should be launched immediately instead: ""If tensions escalate, we will really experience even worse things. When Russians say something, they usually mean it,"" he said.","Karl Erjavec also made headlines in the Slovenian media because of his two daughters, Ines and Eva. What role did Eva Erjavec's ex-husband, businessman Andrej Marčič, play at the time? When they met, Erjavec first asked Marčič what it meant to be a businessman and to be politically active, but Marčič assured him that this was not important.
""Later, however, this turned into pressures that I have to join the Janša government,"" he said. It seems that he had a great interest in being in the government and would probably have better employment opportunities in this regard, Erjavec believes. “He kept pushing me to become a minister, that DeSUS had to stay in the coalition, she didn’t tell me right away, but it escalated when those pressures got too strong,” she describes how politics has also cut into her daughter’s family life.
Regarding the infamous photo of Marčič, Janez Janša and Božo Dimnik on the yacht, Erjavec says that it is clear that this was taken without the knowledge of the Prime Minister. ""Probably everyone who set foot on that yacht received secret photography and filming. Secret filming was also carried out when we were in his apartment. I didn't even know it until they told the police, where a procedure is underway,"" says Marčič's former father-in-law.
He no longer wanted to join Janša's government
When it was already clear that Erjavec would win the party congress at the end of 2020, he called him Jelko Kacin and ""somehow hinted that I was offered the position of Minister of the Interior"". However, Erjavec said that he could not break his promise not to take part in any of Janša's governments: ""Because I knew that his policy led to the creation of another Slovenia, another republic, as expressed in the SDS."" He reminded that in the 2018 elections he supported the idea of ​​the left bloc, because he was afraid that if Janša formed a government, ""what happened to us will happen to us"". He says there were already signs of ""orbanization"" at the time. As he says, we used to always strive for t. i. core Europe, and now our partners are Hungary and Poland.
At the beginning of 2021, there was a constructive distrust against the Janša government, Erjavec was a candidate for a new prime minister, but the distrust failed. ""At the time, the problem was the deputies, except for Jurij Lep, whom I congratulate. He was re-elected to the National Assembly in the Freedom Movement. While the others were not enthusiastic about leaving the government, obviously everyone had a certain interest,"" he said. Erjavec. In addition to Lep's vote, the KUL coalition provided him with 39 votes, which was still too few. He also talked to Igor Zorčič from the SMC, where they also expressed dissatisfaction with the work of Janša's government, but according to Erjavec, he estimated that it was a little too early to wait another two or three months. . ""At that moment, I also became a prisoner of some DeSUS MPs, who conditioned that they would support my mandate if I gave the assurance that part of the SMC party would also support me,"" he describes.
Who was the gravedigger of DeSUS?
Erjavec became a member of the DeSUS party a week before the start of the 2004 election campaign: ""Polls predict that DeSUS does not have the conditions to enter parliament. people, especially the elderly. That's how DeSUS came to the National Assembly for 200 votes at the time. "" Although Janez Janša, who won the election, even demanded that these votes be counted, DeSUS finally joined his government. Erjavec became party president a few months later. He set himself the goal that DeSUS would always be in parliament and not be the smallest party.
Then Erjavec was no more and after 26 years DeSUS is no longer in parliament. Who is the DeSUS Undertaker? ""Deputies and former president Aleksandra Pivec. If we came to parliament with a promise not to participate in the government of Janez Janša, then you cheated your constituents. given that she has experienced distrust after only a few months. ""
He says he did not take advantage of the party to always be a minister: ""If that were the case, he would be in Janša's government today."" Now that he is no longer in politics, he feels a lot of relief.
Janša as a Russophile and warned that Russia's threats should be taken seriously
Erjavec is also accused of being a Russophile for seducing Slovenia into the embrace of Moscow. ""The greatest Russophile among politicians in Slovenia is Janez Janša,"" he said. ""Who sold the Slovenian steel industry to the Russians in 2008? As is known, Andrej Vizjak carried out this project as a minister and operationally the wife of the then prominent SDS member, Dr. Zagožna. Let's go to 2012, the government was sworn in on February 10, On the 28th, he was already the President of the Gazprom Management Board in Ljubljana and they were already talking about implementing the South Stream project. A few weeks later, he came to Maribor and talks continued. , ""he listed a number of events, including the accounts with the Russian bank Sberbank.
According to him, a large number of his visits to Moscow accumulated because he was also the chairman of the interstate commission for economic cooperation during his ministry, which he became during the Janša government. The practice was to meet twice a year - once in Slovenia and once in Russia. In addition to 20 other projects, the main project of this commission was the South Stream gas pipeline project, says Erjavec.
He also met several times with Russian Foreign Minister Sergei Lavrov, what did he tell him about the goals of Russian foreign policy in Ukraine and elsewhere, before the Third World War? ""When the Russians express a threat, it's not like that, every threat must be taken seriously. Even when we talk about the use of nuclear weapons. If Russia is squeezed into a corner, that too can happen. Lavrov said there is a possibility of a third world ""The only solution is to start talks immediately. The fact that heavy weapons are being sent to Ukraine is not the right policy, because it will continue the conflict, and in the long run, Ukraine will only be a ruined country,"" he said. warned. ""I am not a Russophile, but I just say that it would be necessary to launch diplomatic activities as soon as possible. If tensions escalate, we will really suffer even worse things. When Russians say something, they usually think seriously,"" Erjavec said."
